Provincia,Partido,Localidad,Link Indec,ADSL,CABLEMODEM,DIAL UP,FIBRA OPTICA,OTROS,SATELITAL,WIMAX,WIRELESS,Total general,
CHACO,Mayor Luis J. Fontana,Villa Angela,22098030,3.006,- 0,- 0,818,- 0,- 0,- 0,411,4.235,
CHACO,O Higgins,La Clotilde,22112010,- 0,32,- 0,101,116,1,- 0,- 0,250,
CHACO,O Higgins,La Tigra,22112020,1,- 0,- 0,- 0,252,1,- 0,- 0,254,
CHACO,O Higgins,San Bernardo,22112030,147,- 0,- 0,13,38,3,- 0,- 0,201,
CHACO,OTROS,OTROS,Sin datos,- 0,- 0,- 0,- 0,24,- 0,- 0,- 0,24,
CHACO,Presidencia de la Plaza,Presidencia de la Plaza,22119010,254,327,- 0,22,- 0,- 0,- 0,- 0,603,
CHACO,Quitilipi,Quitilipi,22133010,1.034,- 0,- 0,37,- 0,- 0,- 0,127,1.198,
CHACO,Quitilipi,Villa El Palmar,22133020,- 0,- 0,- 0,- 0,- 0,- 0,- 0,43,43,
CHACO,San Fernando,Barranqueras,22140010,115,3.724,- 0,161,- 0,- 0,- 0,15,4.015,
CHACO,San Fernando,Basail,22140020,98,67,- 0,- 0,- 0,1,- 0,59,225,
CHACO,San Fernando,Fontana,22140040,- 0,- 0,- 0,120,- 0,- 0,- 0,70,190,
CHACO,San Fernando,OTROS,Sin datos,- 0,- 0,- 0,- 0,- 0,3,- 0,- 0,3,
CHACO,San Fernando,Puerto Vilelas,22140050,- 0,- 0,- 0,11,- 0,1,- 0,- 0,12,
CHACO,San Fernando,Resistencia,22140060,13.787,55.250,5,22.417,2,6,- 0,223,91.690,
CHACO,San Lorenzo,Samuhú,22147010,- 0,- 0,- 0,10,- 0,1,- 0,- 0,11,
CHACO,San Lorenzo,Villa Berthet,22147020,- 0,- 0,- 0,24,- 0,1,- 0,709,734,
CHACO,Sargento Cabral,Capitán Solari,22154010,- 0,- 0,- 0,64,- 0,- 0,- 0,- 0,64,
CHACO,Sargento Cabral,Colonia Elisa,22154020,- 0,- 0,- 0,- 0,- 0,2,- 0,- 0,2,
CHACO,Sargento Cabral,Colonias Unidas,22154030,- 0,- 0,- 0,250,- 0,- 0,- 0,15,265,
CHACO,Sargento Cabral,Las Garcitas,22154050,- 0,- 0,- 0,- 0,- 0,1,- 0,119,120,
CHACO,Tapenagá,Charadai,22161010,- 0,- 0,- 0,14,- 0,1,- 0,- 0,15,
CHACO,Tapenagá,Cote Lai,22161020,- 0,- 0,- 0,10,- 0,- 0,- 0,- 0,10,
CHUBUT,Biedma,Arroyo Verde,26007010,- 0,- 0,- 0,- 0,- 0,3,- 0,- 0,3,
CHUBUT,Biedma,Puerto Madryn,26007020,3.848,23.731,201,3.774,5.083,8,- 0,2.761,39.406,
CHUBUT,Biedma,Puerto Pirámide,26007030,- 0,- 0,- 0,- 0,- 0,1,- 0,2,3,
CHUBUT,Biedma,Quinta El Mirador,26007040,- 0,- 0,- 0,- 0,- 0,- 0,- 0,22,22,
CHUBUT,Biedma,Reserva Area Protegida El Doradillo,26007050,- 0,- 0,- 0,- 0,- 0,- 0,- 0,127,127,
CHUBUT,Cushamen,Cholila,26014020,- 0,- 0,1,- 0,- 0,1,- 0,- 0,2,
CHUBUT,Cushamen,El Hoyo,26014040,216,- 0,- 0,319,- 0,- 0,- 0,709,1.244,
CHUBUT,Cushamen,Epuyén,26014060,1.184,- 0,- 0,- 0,- 0,- 0,- 0,- 0,1.184,
CHUBUT,Cushamen,Gualjaina,26014070,- 0,- 0,- 0,- 0,- 0,2,- 0,- 0,2,
CHUBUT,Cushamen,Lago Puelo,26014090,320,- 0,1,59,- 0,- 0,- 0,723,1.103,
CHUBUT,Cushamen,Leleque,26014100,- 0,- 0,- 0,- 0,- 0,2,- 0,- 0,2,
CHUBUT,Cushamen,El Maitén,26014050,- 0,- 0,- 0,- 0,- 0,- 0,- 0,1,1,
CHUBUT,Escalante,Comodoro Rivadavia,26021030,20.774,10.130,256,1.433,88,37,- 0,16.918,49.636,
CHUBUT,Escalante,Diadema Argentina,26021040,- 0,- 0,- 0,- 0,- 0,- 0,- 0,296,296,
CHUBUT,Escalante,Rada Tilly,26021050,1.195,1,38,1.206,20,- 0,- 0,460,2.920,
CHUBUT,Escalante,Acceso Norte,Sin datos,- 0,- 0,- 0,- 0,- 0,1,- 0,- 0,1,
CHUBUT,Escalante,Barrio Caleta Cordova,Sin datos,- 0,- 0,- 0,- 0,- 0,1,- 0,- 0,1,
CHUBUT,Florentino Ameghino,Camarones,26028010,- 0,- 0,- 0,- 0,- 0,1,- 0,208,209,
CHUBUT,Florentino Ameghino,Garayalde,26028020,- 0,- 0,- 0,- 0,- 0,- 0,- 0,3,3,
CHUBUT,Futaleufú,Corcovado,26035020,- 0,- 0,1,- 0,- 0,5,- 0,- 0,6,
CHUBUT,Futaleufú,Esquel,26035030,3.639,1.522,41,- 0,- 0,2,- 0,4.546,9.750,
CHUBUT,Futaleufú,Los Cipreses,26035050,- 0,- 0,- 0,- 0,- 0,1,- 0,- 0,1,
CHUBUT,Futaleufú,Trevelín,26035060,482,- 0,19,- 0,- 0,1,- 0,567,1.069,
CHUBUT,Futaleufú,Villa Futalaufquen,26035070,- 0,- 0,- 0,- 0,- 0,3,- 0,- 0,3,
CHUBUT,Futaleufú,Aldea Escolar,26035010,- 0,- 0,- 0,- 0,- 0,1,- 0,- 0,1,
CHUBUT,Futaleufú,Lago Rosario,26035040,- 0,- 0,- 0,- 0,- 0,2,- 0,- 0,2,
CHUBUT,Gaiman,28 de Julio,26042040,- 0,- 0,- 0,12,1,1,- 0,- 0,14,
CHUBUT,Gaiman,Dolavon,26042020,- 0,- 0,3,55,50,2,- 0,- 0,110,
CHUBUT,Gaiman,Gaiman,26042030,253,- 0,16,90,658,2,- 0,- 0,1.019,
CHUBUT,Gaiman,OTROS,Sin datos,- 0,- 0,- 0,- 0,- 0,14,- 0,- 0,14,
CHUBUT,Gastre,Blancuntre,26049010,- 0,- 0,- 0,- 0,- 0,1,- 0,- 0,1,
CHUBUT,Gastre,El Escorial,26049020,- 0,- 0,- 0,- 0,- 0,1,- 0,- 0,1,
CHUBUT,Gastre,Lagunita Salada,26049040,- 0,- 0,- 0,- 0,- 0,1,- 0,7,8,
CHUBUT,Gastre,Yala Laubat,26049050,- 0,- 0,- 0,- 0,- 0,1,- 0,- 0,1,
CHUBUT,Gastre,Gastre,26049030,- 0,- 0,- 0,- 0,- 0,- 0,- 0,103,103,
CHUBUT,Languiñeo,Aldea Epulef,26056010,- 0,- 0,- 0,- 0,- 0,1,- 0,5,6,
CHUBUT,Languiñeo,Carrenleufú,26056020,- 0,- 0,- 0,- 0,- 0,1,- 0,- 0,1,
CHUBUT,Languiñeo,Colan Conhue,26056030,- 0,- 0,- 0,- 0,- 0,1,- 0,4,5,
CHUBUT,Languiñeo,Paso del Sapo,26056040,- 0,- 0,- 0,- 0,- 0,2,- 0,30,32,
CHUBUT,Languiñeo,Tecka,26056050,- 0,- 0,- 0,- 0,- 0,2,- 0,- 0,2,
CHUBUT,Mártires,El Mirasol,26063010,- 0,- 0,- 0,- 0,- 0,1,- 0,- 0,1,
CHUBUT,Mártires,Las Plumas,26063020,- 0,- 0,- 0,- 0,- 0,1,- 0,- 0,1,
CHUBUT,Paso de Indios,Cerro Cóndor,26070010,- 0,1,- 0,- 0,- 0,1,- 0,- 0,2,
CHUBUT,Paso de Indios,Los Altares,26070020,- 0,- 0,- 0,- 0,- 0,1,- 0,1,2,
CHUBUT,Paso de Indios,Paso de Indios,26070030,- 0,- 0,- 0,- 0,- 0,1,- 0,- 0,1,
CHUBUT,Rawson,Playa Unión,26077020,712,209,12,101,1,- 0,- 0,241,1.276,
CHUBUT,Rawson,Rawson,26077030,1.877,8.805,42,775,300,1,- 0,343,12.143,
CHUBUT,Rawson,Trelew,26077040,7.500,20.551,293,651,809,2,- 0,1.930,31.736,
CHUBUT,Rawson,Playa Magagna,26077010,- 0,1.700,- 0,- 0,12.987,- 0,- 0,16,14.703,
CHUBUT,Río Senguer,Aldea Apeleg,26084010,- 0,- 0,- 0,- 0,- 0,1,- 0,1,2,
CHUBUT,Río Senguer,Aldea Beleiro,26084020,- 0,- 0,- 0,- 0,- 0,2,- 0,- 0,2,
CHUBUT,Río Senguer,Alto Río Senguer,26084030,- 0,- 0,1,- 0,- 0,2,- 0,1,4,
CHUBUT,Río Senguer,Doctor Ricardo Rojas,26084040,- 0,- 0,- 0,- 0,- 0,1,- 0,- 0,1,
CHUBUT,Río Senguer,Facundo,26084050,- 0,- 0,- 0,- 0,- 0,1,- 0,41,42,
CHUBUT,Río Senguer,Lago Blanco,26084060,- 0,- 0,- 0,- 0,- 0,1,- 0,- 0,1,
CHUBUT,Río Senguer,Río Mayo,26084070,- 0,- 0,- 0,- 0,- 0,2,- 0,180,182,
CHUBUT,Sarmiento,Buen Pasto,26091010,- 0,- 0,- 0,- 0,- 0,1,- 0,- 0,1,
CHUBUT,Sarmiento,SARMIENTO,26091020,2.133,1,- 0,709,- 0,1,- 0,293,3.137,
CHUBUT,Tehuelches,Gobernador Costa,26098020,- 0,- 0,1,- 0,- 0,- 0,- 0,- 0,1,
CHUBUT,Tehuelches,José de San Martín,26098030,- 0,- 0,- 0,- 0,- 0,1,- 0,- 0,1,
CHUBUT,Tehuelches,Río Pico,26098040,- 0,- 0,1,- 0,- 0,2,- 0,- 0,3,
CHUBUT,Telsen,Gan Gan,26105010,- 0,- 0,- 0,- 0,1,1,- 0,11,13,
CHUBUT,Telsen,Telsen,26105020,- 0,16,- 0,- 0,- 0,1,- 0,42,59,
CORDOBA,Calamuchita,Amboy,14007010,- 0,- 0,- 0,- 0,- 0,- 0,- 0,19,19,
CORDOBA,Calamuchita,Cañada del Sauce,14007030,1,- 0,- 0,- 0,- 0,- 0,- 0,- 0,1,
CORDOBA,Calamuchita,Capilla Vieja,14007040,- 0,- 0,- 0,- 0,- 0,- 0,- 0,5,5,
CORDOBA,Calamuchita,El Corcovado - El Torreón,14007050,52,- 0,- 0,- 0,- 0,- 0,- 0,30,82,
CORDOBA,Calamuchita,Embalse,14007060,- 0,- 0,- 0,1.467,- 0,1,- 0,1.842,3.310,
CORDOBA,Calamuchita,La Cruz,14007070,14,- 0,- 0,- 0,- 0,- 0,- 0,362,376,
CORDOBA,Calamuchita,La Cumbrecita,14007080,- 0,- 0,- 0,- 0,- 0,- 0,- 0,250,250,
CORDOBA,Calamuchita,Las Bajadas,14007090,- 0,- 0,- 0,- 0,- 0,- 0,- 0,16,16,
CORDOBA,Calamuchita,Los Cóndores,14007110,423,- 0,- 0,- 0,- 0,1,- 0,507,931,
CORDOBA,Calamuchita,Los Molinos,14007120,- 0,- 0,- 0,- 0,- 0,- 0,- 0,42,42,
CORDOBA,Calamuchita,Los Reartes,14007130,31,- 0,- 0,342,- 0,1,- 0,375,749,
CORDOBA,Calamuchita,Parque Calmayo,14007160,- 0,- 0,- 0,- 0,- 0,- 0,- 0,36,36,
CORDOBA,Calamuchita,San Agustín,14007180,110,- 0,- 0,- 0,- 0,- 0,- 0,1,111,
CORDOBA,Calamuchita,San Ignacio (Loteo San Javier),14007190,- 0,- 0,- 0,- 0,- 0,- 0,- 0,11,11,
CORDOBA,Calamuchita,Santa Rosa de Calamuchita,14007210,1.382,815,- 0,119,- 0,- 0,- 0,3.096,5.412,
CORDOBA,Calamuchita,Villa Alpina,14007240,- 0,- 0,- 0,- 0,- 0,- 0,- 0,2,2,
CORDOBA,Calamuchita,Villa Amancay,14007250,- 0,- 0,- 0,- 0,- 0,- 0,- 0,39,39,
CORDOBA,Calamuchita,Villa Berna,14007260,31,- 0,- 0,- 0,- 0,- 0,- 0,6,37,
CORDOBA,Calamuchita,Villa Ciudad Parque Los Reartes (1a. Sección),14007270,- 0,- 0,- 0,- 0,- 0,- 0,- 0,219,219,
CORDOBA,Calamuchita,Villa Ciudad Parque Los Reartes (3a. Sección),Sin datos,- 0,- 0,- 0,- 0,- 0,- 0,- 0,8,8,
CORDOBA,Calamuchita,Villa del Dique,14007290,555,- 0,- 0,257,128,- 0,- 0,866,1.806,
CORDOBA,Calamuchita,Villa General Belgrano,14007310,- 0,31,- 0,- 0,- 0,1,- 0,1.129,1.161,
CORDOBA,Calamuchita,Villa Quillinzo,14007330,- 0,- 0,- 0,- 0,- 0,- 0,- 0,84,84,
CORDOBA,Calamuchita,Villa Rumipal,14007340,- 0,- 0,- 0,43,- 0,- 0,- 0,937,980,
CORDOBA,Calamuchita,Villa San Miguel,Sin datos,- 0,- 0,- 0,- 0,- 0,- 0,- 0,5,5,
CORDOBA,Calamuchita,Villa Yacanto,14007360,- 0,- 0,- 0,- 0,- 0,- 0,- 0,6,6,
CORDOBA,Calamuchita,Las Caleras,14007100,- 0,- 0,- 0,- 0,- 0,- 0,- 0,7,7,
CORDOBA,Calamuchita,San Ignacio (Loteo Vélez Crespo),Sin datos,- 0,- 0,- 0,- 0,- 0,- 0,- 0,9,9,
CORDOBA,Calamuchita,Segunda Usina,14007220,- 0,- 0,- 0,- 0,- 0,- 0,- 0,51,51,
CORDOBA,Calamuchita,Río de los Sauces,14007170,- 0,- 0,- 0,- 0,- 0,- 0,- 0,1,1,
CORDOBA,Calamuchita,Villa Ciudad Parque Los Reartes,Sin datos,- 0,400,- 0,- 0,- 0,- 0,- 0,- 0,400,
CORDOBA,Capital,Córdoba,14014010,77.123,249.312,47,139.616,1.218,11,- 0,4.288,471.615,
CORDOBA,Capital,OTROS,Sin datos,- 0,- 0,- 0,- 0,- 0,- 0,- 0,695,695,
CORDOBA,Colón,Agua de Oro,14021010,370,- 0,- 0,65,- 0,- 0,- 0,65,500,
CORDOBA,Colón,Ascochinga,14021020,121,- 0,- 0,1,- 0,- 0,- 0,- 0,122,
CORDOBA,Colón,Colonia Caroya,14021050,1.539,430,- 0,5.578,- 0,- 0,- 0,29,7.576,
CORDOBA,Colón,El Manzano,14021110,125,- 0,- 0,- 0,- 0,- 0,- 0,20,145,
CORDOBA,Colón,General Paz,14021130,168,- 0,- 0,- 0,- 0,- 0,- 0,- 0,168,
CORDOBA,Colón,Jesús María,14021140,1.516,3.625,- 0,6.088,- 0,- 0,- 0,12,11.241,
CORDOBA,Colón,La Calera,14021150,1.401,6.554,- 0,787,316,1,- 0,496,9.555,
CORDOBA,Colón,La Granja,14021160,443,- 0,- 0,- 0,- 0,- 0,- 0,26,469,
CORDOBA,Colón,Los Molles,14021180,- 0,- 0,- 0,- 0,- 0,2,- 0,- 0,2,
CORDOBA,Colón,Malvinas Argentinas,14021190,1.209,- 0,- 0,246,- 0,- 0,- 0,248,1.703,
CORDOBA,Colón,Mendiolaza,14021200,920,2.791,- 0,303,2,- 0,- 0,195,4.211,
CORDOBA,Colón,OTROS,Sin datos,- 0,- 0,- 0,- 0,- 0,- 0,- 0,287,287,
CORDOBA,Colón,Pajas Blancas,14021220,- 0,- 0,- 0,- 0,- 0,- 0,- 0,19,19,
CORDOBA,Colón,Río Ceballos,14021230,1.175,5.198,- 0,4,1,2,- 0,444,6.824,
CORDOBA,Colón,Saldán,14021240,119,3.614,- 0,49,- 0,- 0,- 0,270,4.052,
CORDOBA,Colón,Salsipuedes,14021250,891,442,- 0,10,- 0,- 0,- 0,387,1.730,
CORDOBA,Colón,Unquillo,14021280,2.318,813,- 0,875,- 0,- 0,- 0,603,4.609,
CORDOBA,Colón,Villa Allende,14021290,3,6.939,- 0,853,4,- 0,- 0,345,8.144,
CORDOBA,Colón,Villa Cerro Azul,14021300,75,- 0,- 0,- 0,- 0,- 0,- 0,20,95,
CORDOBA,Colón,Villa El Fachinal - Parque Norte - Guiñazú Norte,14021310,444,- 0,- 0,- 0,- 0,1,- 0,- 0,445,
CORDOBA,Colón,Villa Los Llanos - Juárez Celman,14021320,508,- 0,- 0,499,- 0,- 0,- 0,373,1.380,
CORDOBA,Colón,Dumesnil,Sin datos,- 0,- 0,- 0,31,- 0,- 0,- 0,- 0,31,
CORDOBA,Colón,Mi Granja,14021210,- 0,- 0,- 0,5,- 0,- 0,- 0,- 0,5,
CORDOBA,Cruz del Eje,Alto de los Quebrachos,14028010,- 0,- 0,- 0,- 0,6,- 0,- 0,1,7,
CORDOBA,Cruz del Eje,Bañado de Soto,14028020,- 0,- 0,- 0,- 0,- 0,- 0,- 0,8,8,
CORDOBA,Cruz del Eje,Canteras Quilpo,14028030,- 0,- 0,- 0,- 0,- 0,- 0,- 0,2,2,
CORDOBA,Cruz del Eje,Cruz de Caña,14028040,- 0,- 0,- 0,- 0,- 0,- 0,- 0,2,2,
CORDOBA,Cruz del Eje,Cruz del Eje,14028050,2.247,1.733,- 0,437,- 0,- 0,- 0,575,4.992,
CORDOBA,Cruz del Eje,El Brete,14028060,- 0,- 0,- 0,1,- 0,- 0,- 0,65,66,
CORDOBA,Cruz del Eje,Guanaco Muerto,14028080,- 0,- 0,- 0,- 0,- 0,- 0,- 0,17,17,
CORDOBA,Cruz del Eje,La Banda,14028090,- 0,- 0,- 0,- 0,- 0,1,- 0,- 0,1,
CORDOBA,Cruz del Eje,La Batea,14028100,- 0,- 0,- 0,- 0,- 0,- 0,- 0,1,1,
CORDOBA,Cruz del Eje,La Higuera,14028110,18,- 0,- 0,- 0,- 0,- 0,- 0,2,20,
CORDOBA,Cruz del Eje,Las Playas,14028130,- 0,- 0,- 0,1,- 0,- 0,- 0,176,177,
CORDOBA,Cruz del Eje,Los Chañaritos,14028140,- 0,- 0,- 0,1,- 0,- 0,- 0,9,10,
CORDOBA,Cruz del Eje,Media Naranja,14028150,- 0,- 0,- 0,- 0,- 0,- 0,- 0,60,60,
CORDOBA,Cruz del Eje,Paso Viejo,14028160,72,- 0,- 0,- 0,- 0,- 0,- 0,21,93,
CORDOBA,Cruz del Eje,San Marcos Sierra,14028170,- 0,16,- 0,429,- 0,- 0,- 0,199,644,
CORDOBA,Cruz del Eje,Serrezuela,14028180,105,- 0,- 0,10,- 0,- 0,- 0,2,117,
CORDOBA,Cruz del Eje,Tuclame,14028190,- 0,- 0,- 0,- 0,- 0,- 0,- 0,3,3,
CORDOBA,Cruz del Eje,Villa de Soto,14028200,662,- 0,- 0,341,- 0,2,- 0,293,1.298,
CORDOBA,General Roca,Del Campillo,14035010,1.050,- 0,- 0,- 0,- 0,1,- 0,- 0,1.051,
CORDOBA,General Roca,Hipólito Bouchard,14035030,- 0,- 0,- 0,- 0,- 0,1,- 0,- 0,1,
CORDOBA,General Roca,Huinca Renancó,14035040,572,- 0,1,1.294,- 0,- 0,- 0,1.097,2.964,
CORDOBA,General Roca,ITALÓ,14035050,- 0,- 0,- 0,- 0,171,- 0,- 0,- 0,171,
CORDOBA,General Roca,Nicolás Bruzzone,14035070,- 0,- 0,- 0,- 0,- 0,- 0,- 0,91,91,
CORDOBA,General Roca,PINCÉN,14035090,- 0,- 0,- 0,- 0,9,- 0,- 0,- 0,9,
CORDOBA,General Roca,Villa Huidobro,14035120,- 0,789,12,2,- 0,1,- 0,1.099,1.903,
CORDOBA,General Roca,Villa Valeria,14035140,632,- 0,- 0,- 0,- 0,1,- 0,216,849,
CORDOBA,General Roca,Santa Magdalena (Est. Jovita),14035110,- 0,1.666,- 0,37,- 0,- 0,- 0,82,1.785,
CORDOBA,General San Martín,Arroyo Cabral,14042020,5,393,- 0,2,- 0,1,- 0,276,677,
CORDOBA,General San Martín,Ausonia,14042030,- 0,- 0,- 0,1,- 0,- 0,- 0,- 0,1,
CORDOBA,General San Martín,Chazón,14042040,- 0,388,- 0,- 0,- 0,- 0,- 0,- 0,388,
CORDOBA,General San Martín,Etruria,14042050,51,- 0,- 0,- 0,- 0,1,- 0,- 0,52,
CORDOBA,General San Martín,La Laguna,14042060,471,- 0,- 0,- 0,- 0,- 0,- 0,- 0,471,
CORDOBA,General San Martín,La Playosa,14042080,634,- 0,- 0,- 0,- 0,1,- 0,36,671,
CORDOBA,General San Martín,Pasco,14042110,- 0,- 0,- 0,1,- 0,- 0,- 0,- 0,1,
CORDOBA,General San Martín,Silvio Pellico,14042130,150,- 0,- 0,- 0,- 0,- 0,- 0,65,215,
CORDOBA,General San Martín,Ticino,14042140,- 0,663,- 0,6,- 0,2,- 0,- 0,671,
CORDOBA,General San Martín,Tío Pujio,14042150,572,- 0,- 0,2,- 0,- 0,- 0,53,627,
CORDOBA,General San Martín,Villa María,14042170,2.712,14.618,- 0,10.567,- 0,1,- 0,2.022,29.920,
CORDOBA,General San Martín,Villa Nueva,14042180,1.451,2.429,- 0,999,3,1,- 0,993,5.876,
CORDOBA,General San Martín,Arroyo Algodón,14042010,- 0,- 0,- 0,1,- 0,- 0,- 0,- 0,1,
CORDOBA,Ischilín,Chuña,14049030,- 0,- 0,- 0,- 0,- 0,2,- 0,102,104,
CORDOBA,Ischilín,Copacabana,14049040,- 0,- 0,- 0,- 0,- 0,- 0,- 0,12,12,
CORDOBA,Ischilín,Deán Funes,14049050,1.989,1.948,- 0,263,- 0,1,- 0,- 0,4.201,
CORDOBA,Ischilín,Esquina del Alambre,14049060,- 0,- 0,- 0,- 0,- 0,- 0,- 0,1,1,
CORDOBA,Ischilín,Olivares de San Nicolás,14049090,- 0,- 0,- 0,- 0,- 0,- 0,- 0,1,1,
CORDOBA,Ischilín,Quilino,14049100,216,- 0,- 0,94,- 0,- 0,- 0,- 0,310,
CORDOBA,Ischilín,Villa Quilino,14049130,- 0,- 0,- 0,36,- 0,- 0,- 0,- 0,36,
CORDOBA,Juárez Celman,Alejandro Roca (Est. Alejandro),14056010,452,- 0,- 0,- 0,- 0,- 0,- 0,235,687,
CORDOBA,Juárez Celman,Bengolea,14056030,- 0,- 0,- 0,269,- 0,- 0,- 0,- 0,269,
CORDOBA,Juárez Celman,Carnerillo,14056040,129,- 0,- 0,505,23,1,- 0,222,880,
CORDOBA,Juárez Celman,Charras,14056050,- 0,- 0,- 0,1,- 0,- 0,- 0,12,13,
CORDOBA,Juárez Celman,General Cabrera,14056070,1.145,- 0,- 0,- 0,- 0,- 0,- 0,- 0,1.145,
CORDOBA,Juárez Celman,General Deheza,14056080,11,1.126,- 0,3.465,- 0,- 0,- 0,- 0,4.602,
CORDOBA,Juárez Celman,Huanchillas,14056090,- 0,- 0,- 0,11,- 0,- 0,- 0,- 0,11,
CORDOBA,Juárez Celman,La Carlota,14056100,1.112,- 0,- 0,- 0,- 0,- 0,- 0,- 0,1.112,
CORDOBA,Juárez Celman,Los Cisnes,14056110,2,165,- 0,- 0,- 0,- 0,- 0,- 0,167,
CORDOBA,Juárez Celman,Olaeta,14056120,- 0,65,- 0,- 0,- 0,- 0,- 0,- 0,65,
CORDOBA,Juárez Celman,Santa Eufemia,14056150,- 0,587,- 0,- 0,- 0,1,- 0,57,645,
CORDOBA,Juárez Celman,Ucacha,14056160,158,1.747,- 0,1,- 0,- 0,- 0,59,1.965,
CORDOBA,Juárez Celman,Villa Reducción,14056170,- 0,- 0,- 0,- 0,- 0,- 0,- 0,232,232,
CORDOBA,Marcos Juárez,Alejo Ledesma,14063010,- 0,- 0,- 0,1,- 0,3,- 0,79,83,
CORDOBA,Marcos Juárez,Arias,14063020,526,- 0,- 0,- 0,- 0,- 0,- 0,- 0,526,
CORDOBA,Marcos Juárez,Camilo Aldao,14063030,1.157,- 0,- 0,- 0,- 0,1,- 0,- 0,1.158,
CORDOBA,Marcos Juárez,Colonia Italiana,14063070,- 0,158,- 0,- 0,31,- 0,- 0,10,199,
CORDOBA,Marcos Juárez,Corral de Bustos,14063090,769,4.591,- 0,1.027,1.796,- 0,- 0,46,8.229,
CORDOBA,Marcos Juárez,Cruz Alta,14063100,672,- 0,- 0,1,- 0,1,- 0,- 0,674,
CORDOBA,Marcos Juárez,General Baldissera,14063110,451,- 0,- 0,- 0,- 0,1,- 0,- 0,452,
CORDOBA,Marcos Juárez,General Roca,14063120,1.134,- 0,- 0,1,- 0,2,- 0,- 0,1.137,
CORDOBA,Marcos Juárez,Guatimozín,14063130,170,- 0,- 0,601,596,1,- 0,30,1.398,
CORDOBA,Marcos Juárez,Inriville,14063140,267,- 0,- 0,- 0,- 0,- 0,- 0,89,356,
CORDOBA,Marcos Juárez,Isla Verde,14063150,769,262,- 0,- 0,- 0,- 0,- 0,- 0,1.031,
CORDOBA,Marcos Juárez,Leones,14063160,191,2.433,- 0,- 0,- 0,- 0,- 0,23,2.647,
CORDOBA,Marcos Juárez,Los Surgentes,14063170,757,- 0,- 0,6,- 0,1,- 0,- 0,764,
CORDOBA,Marcos Juárez,Marcos Juárez,14063180,698,9.503,- 0,12,- 0,- 0,- 0,239,10.452,
CORDOBA,Marcos Juárez,Monte Buey,14063190,1.563,- 0,- 0,- 0,- 0,- 0,- 0,- 0,1.563,
CORDOBA,Marcos Juárez,Villa Elisa,14063230,1.252,- 0,13,- 0,- 0,- 0,- 0,- 0,1.265,
CORDOBA,Marcos Juárez,Saira,14063210,234,- 0,- 0,- 0,- 0,- 0,- 0,- 0,234,
CORDOBA,Marcos Juárez,Capitán General Bernardo O'Higgins,14063040,- 0,- 0,- 0,30,- 0,- 0,- 0,141,171,
CORDOBA,Marcos Juárez,Cavanagh,14063050,- 0,- 0,- 0,- 0,- 0,- 0,- 0,322,322,
CORDOBA,Minas,Ciénaga del Coro,14070010,- 0,- 0,- 0,1,- 0,- 0,- 0,64,65,
CORDOBA,Minas,La Playa,14070050,- 0,- 0,- 0,- 0,- 0,- 0,- 0,53,53,
CORDOBA,Minas,San Carlos Minas,14070060,206,- 0,- 0,2,- 0,- 0,- 0,290,498,
CORDOBA,Minas,Tosno,14070080,- 0,- 0,- 0,- 0,- 0,- 0,- 0,27,27,
CORDOBA,Minas,El Chacho,14070020,- 0,- 0,- 0,1,- 0,- 0,- 0,173,174,
CORDOBA,Minas,Estancia de Guadalupe,14070030,- 0,- 0,- 0,- 0,- 0,- 0,- 0,35,35,
CORDOBA,Minas,Guasapampa,14070040,- 0,- 0,- 0,- 0,- 0,- 0,- 0,34,34,
CORDOBA,Minas,Talaini,14070070,- 0,- 0,- 0,- 0,- 0,- 0,- 0,23,23,
CORDOBA,OTROS,OTROS,Sin datos,- 0,- 0,- 0,- 0,485,- 0,- 0,268,753,
CORDOBA,Pocho,Chancani,14077010,- 0,- 0,- 0,- 0,- 0,- 0,- 0,97,97,
CORDOBA,Pocho,Las Palmas,14077020,- 0,- 0,- 0,- 0,- 0,- 0,- 0,9,9,
CORDOBA,Pocho,Salsacate,14077040,159,- 0,- 0,3,- 0,1,- 0,298,461,
CORDOBA,Pocho,Villa de Pocho,14077080,- 0,- 0,- 0,- 0,- 0,- 0,- 0,40,40,
CORDOBA,Pocho,Los Talares,14077030,- 0,- 0,- 0,- 0,- 0,- 0,- 0,39,39,
CORDOBA,Pocho,San Gerónimo,14077050,- 0,- 0,- 0,- 0,- 0,- 0,- 0,11,11,
CORDOBA,Pocho,Tala Cañada,14077060,- 0,- 0,- 0,- 0,- 0,- 0,- 0,39,39,
CORDOBA,Pocho,Taninga,14077070,- 0,- 0,- 0,- 0,- 0,- 0,- 0,167,167,
CORDOBA,Presidente Roque Sáenz Peña,General Levalle,14084010,3,2.424,- 0,1,29,- 0,- 0,148,2.605,
CORDOBA,Presidente Roque Sáenz Peña,La Cesira,14084020,395,- 0,- 0,2,17,1,- 0,38,453,
CORDOBA,Presidente Roque Sáenz Peña,Laboulaye,14084030,1.359,4.888,- 0,8,1,- 0,- 0,668,6.924,
CORDOBA,Presidente Roque Sáenz Peña,Melo,14084050,- 0,- 0,- 0,10,21,- 0,- 0,389,420,
CORDOBA,Presidente Roque Sáenz Peña,Río Bamba,14084060,- 0,- 0,- 0,- 0,- 0,- 0,- 0,29,29,
